id,product_id,sale_id,quantity
1664,67,237,36
1665,409,237,45
1666,422,237,18
1667,128,237,42
1668,310,237,23
1669,249,237,49
1670,333,237,4
1671,291,237,19
1672,318,238,3
1673,436,238,15
1674,373,238,19
1675,395,238,44
1676,304,238,35
1677,161,238,45
1678,60,238,21
1679,266,238,43
1680,463,238,32
1681,271,238,33
1682,386,238,33
1683,249,238,2
1684,179,238,46
1685,183,238,11
1686,176,238,42
1687,305,239,50
1688,184,239,32
1689,107,239,12
1690,440,239,43
1691,387,239,8
1692,174,239,47
1693,266,240,20
1694,94,241,41
1695,37,241,48
1696,417,241,16
1697,350,241,41
1698,59,241,16
1699,84,242,13
1700,454,242,40
1701,210,242,16
1702,19,242,38
1703,308,242,20
1704,371,242,29
1705,147,243,45
1706,165,243,44
1707,277,243,47
1708,233,243,12
1709,176,243,49
1710,23,243,26
1711,267,243,43
1712,1,243,50
1713,16,244,22
1714,265,244,30
1715,30,245,42
1716,271,245,20
1717,76,245,14
1718,179,245,13
1719,23,245,35
1720,439,245,41
1721,213,245,7
1722,124,245,23
1723,258,245,49
1724,248,245,19
1725,62,245,30
1726,411,245,5
1727,380,245,40
1728,371,246,40
1729,450,246,24
1730,83,246,1
1731,313,246,34
1732,470,246,28
1733,264,246,31
1734,13,247,1
1735,324,247,1
1736,192,247,29
1737,278,247,11
1738,394,247,25
1739,340,247,42
1740,320,247,34
1741,77,247,16
1742,55,248,18
1743,382,248,3
1744,409,248,26
1745,62,248,4
1746,496,248,44
1747,34,248,2
1748,206,249,19
1749,92,249,40
1750,153,249,4
1751,181,249,12
1752,388,249,41
1753,188,249,30
1754,394,250,36
1755,271,250,12
1756,309,250,43
1757,134,251,44
1758,388,251,12
1759,436,251,1
1760,405,251,31
1761,357,251,28
1762,130,251,23
1763,415,252,49
1764,1,252,33
1765,400,252,19
1766,64,252,40
1767,232,252,12
1768,439,252,8
1769,207,253,22
1770,320,253,8
1771,140,253,32
1772,327,254,36
1773,44,254,28
1774,240,254,16
1775,436,254,11
1776,440,254,16
1777,149,254,22
1778,33,255,42
1779,291,256,44
1780,194,256,38
1781,271,256,7
1782,155,256,19
1783,183,256,35
1784,301,256,20
1785,380,256,37
1786,113,256,11
1787,327,256,12
1788,371,256,19
1789,390,256,19
1790,85,256,25
1791,353,256,40
1792,175,256,15
1793,215,256,35
1794,318,257,32
1795,416,257,9
1796,446,258,49
1797,241,258,36
1798,250,258,9
1799,376,258,5
1800,132,258,20
1801,422,258,8
1802,333,259,2
1803,102,259,37
1804,59,259,1
1805,138,259,28
1806,446,259,2
1807,248,259,18
1808,178,259,43
1809,395,259,6
1810,108,259,38
1811,398,260,10
1812,290,260,27
1813,328,260,34
1814,132,260,12
1815,208,260,39
1816,497,260,19
1817,222,261,44
1818,166,261,27
1819,348,261,47
1820,336,261,27
1821,423,261,37
1822,16,261,25
1823,439,261,46
1824,267,261,2
1825,478,261,10
1826,242,261,2
1827,496,261,11
1828,436,261,11
1829,307,261,11
1830,407,262,28
1831,408,262,28
1832,383,262,3
1833,493,262,7
1834,487,262,6
1835,119,262,39
1836,290,262,36
1837,107,262,46
1838,218,262,37
1839,462,262,24
1840,265,262,21
1841,54,262,35
1842,361,262,15
1843,49,263,23
1844,61,263,45
1845,311,263,48
1846,367,263,22
1847,17,263,34
1848,106,263,18
1849,209,264,7
1850,370,264,47
1851,151,265,38
1852,93,265,18
1853,32,265,8
1854,239,265,38
1855,52,265,21
1856,319,265,9
1857,253,265,42
1858,422,265,35
1859,400,266,13
1860,263,266,26
1861,393,266,42
1862,252,267,6
1863,16,267,41
1864,403,267,24
1865,70,267,3
1866,73,267,33
1867,401,268,31
1868,487,268,5
1869,458,268,35
1870,315,268,23
1871,387,268,36
1872,361,268,34
1873,84,268,36
1874,449,268,9
1875,106,269,22
1876,270,269,39
1877,485,269,12
1878,490,269,31
1879,222,269,28
1880,204,269,43
1881,166,270,33
1882,229,270,3
1883,317,270,22
1884,80,270,29
1885,471,270,29
1886,298,270,30
1887,73,271,39
1888,264,272,40
1889,88,272,14
1890,427,272,11
1891,187,272,27
1892,382,272,31
1893,423,272,10
1894,249,273,27
1895,438,273,46
1896,320,273,42
1897,36,273,47
1898,119,273,49
1899,166,273,46
1900,267,273,33
1901,239,273,49
1902,346,273,12
1903,358,273,17
1904,411,273,3
1905,455,273,37
1906,61,273,22
1907,374,274,10
1908,20,274,37
1909,72,274,26
1910,138,274,24
1911,73,274,18
1912,403,274,40
1913,252,274,36
1914,167,274,9
1915,202,274,10
1916,463,275,15
1917,72,275,11
1918,192,275,22
1919,416,275,24
1920,371,275,25
1921,85,275,48
1922,422,275,48
1923,337,275,5
1924,141,275,26
1925,361,275,1
1926,301,275,48
1927,73,275,16
1928,74,275,41
1929,269,276,29
1930,477,276,34
1931,499,276,37
1932,150,277,28
1933,357,277,31
1934,307,277,23
1935,67,278,39
1936,267,279,45
1937,287,279,7
1938,492,279,1
1939,254,279,11
1940,307,279,44
1941,131,279,47
1942,179,280,35
1943,214,280,35
1944,51,280,22
1945,187,280,46
1946,149,280,36
1947,483,280,43
1948,196,280,41
1949,180,280,38
1950,124,280,25
1951,351,280,37
1952,248,280,6
1953,372,280,2
1954,63,280,16
1955,348,281,40
1956,10,281,23
1957,32,281,1
1958,193,282,28
1959,246,282,28
1960,144,282,42
1961,454,283,4
1962,248,283,19
1963,52,283,20
1964,145,283,10
1965,78,283,15
1966,278,283,49
1967,36,283,9
1968,365,283,40
1969,441,284,42
1970,32,284,41
1971,266,284,42
1972,172,285,12
1973,212,285,24
1974,439,285,45
1975,102,285,12
1976,206,285,19
1977,164,285,23
1978,379,285,19
1979,143,285,4
1980,445,285,23
1981,245,286,32
1982,102,286,26
1983,62,286,24
1984,347,287,44
1985,132,287,18
1986,377,287,3
1987,400,287,10
1988,175,287,25
1989,354,287,28
1990,285,287,19
1991,483,287,8
1992,247,287,38
1993,153,287,45
1994,105,287,44
1995,316,287,37
1996,402,287,35
1997,322,288,13
1998,75,288,7
1999,462,288,27
2000,14,288,50
2001,449,288,29
2002,202,289,36
2003,409,289,42
2004,279,289,49
2005,1,289,12
2006,268,289,47
2007,284,289,8
2008,308,289,41
2009,244,289,11
2010,62,289,10
2011,475,290,38
2012,167,290,28
2013,63,290,43
2014,106,290,40
2015,426,290,43
2016,65,290,36
2017,81,291,7
2018,272,291,13
2019,5,291,23
2020,35,291,37
2021,183,291,25
2022,431,291,49
2023,145,291,26
2024,145,291,19
2025,323,291,26
2026,174,291,43
2027,332,291,15
2028,273,291,43
2029,48,291,13
2030,302,291,26
2031,395,291,23
2032,64,292,6
2033,183,292,47
2034,337,292,12
2035,367,293,10
2036,121,293,34
2037,440,293,31
2038,411,293,37
2039,497,293,4
2040,257,293,46
2041,311,293,30
2042,189,293,38
2043,459,293,40
2044,322,294,26
2045,279,294,40
2046,190,294,7
2047,229,294,31
2048,301,294,33
2049,290,294,34
2050,107,295,11
2051,124,295,18
2052,278,295,29
2053,256,295,43
2054,347,295,5
2055,341,295,38
2056,105,295,18
2057,202,295,32
2058,321,295,38
2059,322,295,31
2060,335,295,39
2061,285,295,40
2062,308,295,50
2063,241,296,30
2064,201,296,36
2065,88,297,39
2066,220,297,2
2067,186,297,8
2068,446,298,45
2069,120,299,38
2070,201,299,40
2071,140,299,43
2072,375,299,23
2073,149,299,39
2074,289,299,28
2075,374,300,29
2076,243,300,1
2077,67,300,28
2078,264,300,36
2079,47,300,5
2080,382,301,50
2081,139,301,10
2082,57,301,5
2083,38,301,37
2084,397,301,37
2085,464,301,39
2086,486,302,41
2087,385,302,31
2088,54,302,41
2089,281,302,47
2090,496,302,18
2091,85,302,7
2092,391,302,21
2093,134,302,20
2094,316,302,30
2095,271,302,35
2096,274,302,36
2097,293,302,26
2098,334,302,36
2099,257,303,25
2100,103,303,35
2101,115,303,7
2102,81,303,17
2103,238,303,1
2104,217,303,11
2105,283,303,27
2106,33,303,25
2107,484,303,35
2108,371,303,49
2109,192,303,10
2110,407,303,47
2111,349,303,9
2112,295,304,37
2113,50,304,45
2114,382,304,40
2115,145,304,13
2116,57,304,46
2117,408,304,6
2118,233,304,37
2119,195,304,46
2120,128,304,29
2121,467,304,41
2122,458,304,42
2123,162,304,9
2124,424,304,6
2125,139,305,18
2126,148,305,21
2127,33,305,28
2128,457,305,45
2129,366,305,14
2130,140,305,28
2131,171,305,23
2132,27,305,23
2133,416,305,27
2134,31,306,39
2135,173,306,10
2136,266,306,13
2137,479,306,10
2138,473,306,24
2139,173,306,45
2140,279,307,14
2141,209,307,49
2142,378,307,9
2143,54,307,21
2144,375,307,14
2145,340,307,33
2146,137,307,1
2147,135,307,49
2148,47,308,35
2149,410,308,2
2150,23,308,2
2151,385,308,48
2152,71,308,30
2153,480,309,28
2154,340,309,5
2155,177,310,46
2156,294,310,39
2157,405,310,8
2158,403,310,28
2159,243,310,42
2160,207,310,37
2161,170,311,15
2162,183,311,37
2163,368,311,3
2164,319,311,24
2165,138,311,50
2166,249,311,1
2167,357,311,33
2168,489,311,20
2169,150,311,46
2170,356,311,47
2171,242,311,32
2172,35,311,41
2173,325,311,6
2174,476,311,27
2175,90,311,9
2176,479,312,34
2177,110,312,7
2178,294,312,25
2179,20,312,10
2180,69,312,4
2181,160,312,20
2182,421,313,40
2183,319,313,16
2184,78,313,49
2185,201,313,47
2186,209,313,27
2187,184,313,9
2188,41,313,49
2189,130,313,10
2190,243,313,30
2191,194,313,14
2192,134,313,15
2193,31,313,4
2194,224,313,32
2195,243,314,38
2196,110,314,8
2197,492,314,49
2198,333,314,19
2199,142,314,33
2200,354,314,42
2201,353,315,45
2202,1,315,6
2203,464,315,12
2204,327,315,14
2205,430,315,29
2206,303,315,8
2207,397,315,31
2208,465,315,34
2209,164,316,49
2210,69,317,5
2211,148,317,14
2212,134,317,43
2213,192,318,11
2214,70,318,20
2215,42,318,19
2216,71,319,45
2217,475,319,34
2218,44,319,22
2219,93,319,12
2220,411,319,20
2221,387,319,49
2222,403,319,50
2223,280,319,41
2224,220,319,24
2225,457,320,38
2226,269,320,13
2227,376,320,43
2228,394,320,25
2229,361,320,50
2230,384,320,16
2231,178,320,10
2232,151,320,2
2233,379,321,4
2234,38,321,24
2235,454,321,34
2236,255,321,32
2237,495,321,1
2238,307,321,18
2239,136,321,35
2240,172,321,22
2241,88,321,20
2242,408,321,43
2243,84,321,48
2244,410,321,47
2245,10,321,11
2246,193,321,35
2247,202,321,30
2248,311,322,10
2249,113,322,24
2250,401,322,25
2251,121,322,33
2252,25,322,2
2253,58,323,2
2254,31,323,2
2255,450,323,24
2256,383,324,17
2257,473,325,2
2258,483,325,50
2259,227,325,41
2260,182,326,19
2261,361,326,34
2262,299,326,44
2263,74,327,15
2264,455,327,32
2265,283,327,26
2266,83,328,22
2267,46,328,8
2268,87,328,34
2269,113,328,12
2270,259,328,27
2271,442,329,2
2272,83,329,5
2273,276,329,47
2274,74,329,27
2275,317,329,28
2276,451,329,29
2277,142,330,25
2278,48,330,10
2279,282,330,19
2280,436,330,18
2281,25,330,8
2282,32,330,13
2283,23,330,35
2284,43,330,8
2285,167,330,6
2286,272,331,13
2287,26,331,24
2288,252,331,48
2289,173,331,35
2290,424,331,4
2291,155,331,7
2292,221,331,47
2293,2,331,31
2294,269,331,17
2295,119,332,41
2296,340,332,34
2297,1,333,36
2298,380,333,31
2299,32,333,34
2300,165,333,32
2301,149,333,18
2302,336,333,9
2303,485,333,36
2304,437,333,29
2305,296,333,33
2306,227,333,1
2307,35,333,15
2308,232,333,14
2309,499,333,21
2310,345,334,39
2311,319,334,1
2312,407,334,37
2313,458,334,21
2314,184,334,46
2315,79,334,9
2316,263,334,20
2317,2,334,17
2318,449,334,26
2319,154,334,5
2320,12,334,22
2321,301,334,9
2322,72,334,22
2323,285,334,23
2324,145,334,9
2325,115,335,24
2326,258,335,15
2327,29,335,14
2328,481,335,45
2329,251,335,31
2330,37,335,27
2331,280,336,33
2332,352,336,12
2333,305,336,21
2334,328,336,33
2335,463,336,9
2336,293,336,13
2337,475,337,27
2338,497,337,3
2339,284,337,1
2340,149,337,16
2341,248,337,34
2342,4,337,50
2343,102,337,21
2344,186,337,1
2345,158,337,46
2346,307,337,21
2347,48,337,49
2348,294,337,23
2349,204,337,19
2350,144,337,21
2351,395,337,38
2352,489,338,22
2353,415,338,2
2354,58,338,47
2355,261,338,48
2356,104,338,36
2357,366,338,41
2358,60,338,10
2359,223,338,4
2360,348,338,4
2361,363,339,24
2362,35,339,22
2363,443,339,14
2364,405,339,49
2365,316,339,6
2366,141,339,1
2367,251,340,17
2368,488,340,33
2369,359,340,6
2370,395,340,38
2371,268,340,29
2372,67,340,31
2373,49,340,50
2374,9,340,10
2375,151,340,35
2376,305,340,15
2377,484,340,9
2378,108,340,16
2379,115,340,22
2380,320,341,21
2381,297,341,41
2382,385,341,23
2383,7,341,35
2384,274,341,50
2385,498,341,42
2386,265,342,39
2387,382,342,16
2388,326,342,20
2389,254,342,43
2390,214,342,3
2391,240,342,10
2392,425,342,44
2393,8,342,8
2394,322,342,39
2395,421,343,30
2396,143,343,10
2397,153,343,32
2398,3,343,42
2399,97,343,34
2400,25,344,31
2401,105,344,33
2402,330,344,19
2403,131,344,27
2404,315,344,23
2405,57,344,18
2406,429,344,18
2407,120,344,40
2408,162,344,46
2409,352,344,32
2410,349,344,22
2411,428,344,42
2412,242,344,49
2413,302,344,44
2414,32,344,41
2415,461,345,4
2416,298,345,42
2417,258,346,26
2418,422,346,7
2419,404,346,29
2420,424,347,20
2421,50,347,25
2422,336,347,11
2423,96,347,46
2424,74,347,5
2425,104,347,22
2426,246,347,1
2427,172,347,20
2428,417,347,32
2429,287,347,38
2430,109,347,47
2431,207,347,2
2432,261,347,31
2433,467,347,17
2434,424,347,44
2435,445,348,25
2436,88,348,14
2437,177,348,50
2438,2,349,39
2439,15,349,33
2440,48,349,32
2441,237,349,25
2442,145,349,4
2443,6,349,39
2444,320,349,42
2445,66,349,45
2446,210,349,27
2447,132,349,27
2448,269,349,14
2449,334,349,5
2450,76,349,1
2451,486,350,49
2452,168,350,29
2453,301,350,30
2454,153,351,12
2455,286,351,48
2456,445,351,24
2457,27,351,4
2458,449,351,18
2459,11,351,23
2460,463,351,2
2461,367,351,13
2462,447,351,1
2463,498,351,26
2464,358,351,14
2465,5,351,29
2466,293,351,41
2467,477,351,4
2468,11,351,27
2469,300,352,23
2470,472,352,45
2471,122,352,36
2472,236,353,16
2473,353,353,15
2474,31,353,18
2475,361,353,38
2476,275,353,8
2477,126,353,11
2478,171,353,33
2479,134,353,5
2480,183,353,40
2481,70,353,16
2482,411,353,2
2483,259,353,28
2484,3,353,23
2485,493,354,44
2486,40,354,10
2487,319,354,46
2488,124,354,37
2489,184,354,9
2490,388,354,1
2491,230,354,15
2492,402,354,37
2493,414,354,49
2494,470,354,34
2495,211,354,41
2496,54,354,4
2497,323,354,32
2498,147,354,50
2499,446,354,26
2500,132,355,1
2501,318,355,21
2502,16,355,11
2503,407,355,39
2504,91,355,18
2505,334,355,23
2506,476,356,23
2507,474,356,47
2508,227,356,36
2509,269,357,2
2510,484,357,45
2511,149,357,50
2512,405,357,38
2513,147,357,46
2514,52,357,40
2515,118,357,41
2516,274,357,14
2517,379,357,20
2518,492,357,8
2519,28,357,43
2520,59,357,1
2521,477,357,42
2522,162,357,11
2523,364,357,5
2524,126,358,32
2525,192,358,22
2526,397,358,16
2527,70,358,28
2528,174,358,17
2529,6,358,37
2530,342,358,37
2531,296,358,46
2532,8,358,48
2533,424,358,1
2534,86,358,50
2535,125,358,4
2536,210,358,24
2537,83,359,32
2538,149,359,30
2539,260,359,14
2540,298,359,4
2541,397,359,12
2542,368,360,41
2543,396,360,46
2544,294,360,1
2545,389,360,48
2546,108,360,40
2547,185,360,29
2548,106,361,34
2549,452,361,41
2550,221,362,29
2551,154,362,35
2552,447,362,14
2553,157,362,15
2554,279,362,16
2555,382,362,45
2556,209,363,5
2557,310,363,10
2558,55,363,6
2559,136,363,38
2560,230,363,30
2561,270,363,19
2562,321,363,7
2563,470,363,48
2564,36,363,6
2565,401,363,31
2566,197,363,39
2567,476,363,23
2568,486,363,21
2569,437,363,35
2570,258,363,35
2571,490,364,19
2572,294,364,31
2573,274,364,16
2574,321,364,13
2575,129,364,20
2576,331,364,32
2577,401,364,45
2578,283,364,22
2579,133,365,32
2580,397,365,15
2581,319,365,36
2582,276,365,26
2583,364,365,40
2584,488,365,7
2585,118,365,27
2586,35,365,26
2587,50,365,18
2588,273,366,15
2589,98,366,19
2590,320,366,25
2591,228,366,13
2592,260,366,14
2593,248,366,5
2594,419,367,25
2595,498,367,29
2596,101,367,17
2597,249,367,42
2598,29,367,47
2599,128,367,31
2600,446,367,19
2601,310,367,33
2602,277,368,35
2603,360,368,42
2604,18,369,15
2605,370,369,39
2606,47,369,28
2607,249,369,16
2608,426,369,33
2609,416,369,42
2610,38,369,20
2611,69,369,46
2612,46,370,43
2613,9,370,49
2614,482,370,49
2615,441,370,46
2616,82,370,31
2617,180,370,11
2618,234,370,49
2619,158,370,30
2620,329,370,42
2621,380,370,27
2622,357,370,12
2623,78,370,25
2624,196,370,50
2625,200,371,6
2626,451,371,32
2627,288,371,35
2628,20,371,39
2629,377,371,41
2630,304,371,40
2631,14,372,34
2632,482,372,24
2633,429,372,46
2634,88,373,8
2635,486,373,27
2636,205,373,3
2637,111,373,22
2638,191,373,14
2639,281,373,36
2640,313,374,24
2641,236,374,25
2642,125,375,14
2643,467,375,28
2644,379,375,14
2645,340,375,48
2646,51,375,24
2647,308,375,11
2648,162,376,20
2649,161,376,31
2650,205,376,8
2651,96,376,5
2652,326,376,7
2653,408,377,29
2654,451,377,3
2655,300,377,40
2656,225,377,16
2657,373,377,46
2658,474,377,4
2659,185,377,17
2660,259,377,16
2661,211,378,46
2662,458,379,22
2663,74,379,32
2664,200,379,1
2665,167,379,11
2666,168,379,50
2667,415,379,20
2668,29,379,15
2669,468,379,49
2670,10,379,39
2671,112,379,25
2672,396,379,35
2673,235,379,34
2674,477,379,6
2675,304,379,14
2676,205,379,19
2677,304,380,31
2678,60,380,50
2679,475,380,39
2680,217,380,16
2681,400,380,6
2682,5,381,13
2683,451,381,50
2684,390,381,4
2685,251,381,3
2686,124,381,22
2687,241,381,45
2688,23,381,27
2689,403,381,6
2690,152,381,29
2691,476,382,16
2692,214,382,18
2693,268,382,13
2694,297,382,16
2695,440,382,6
2696,307,382,50
2697,218,382,24
2698,122,382,44
2699,443,383,44
2700,482,383,24
2701,101,383,19
2702,371,384,35
2703,26,384,24
2704,321,384,2
2705,300,384,45
2706,83,384,16
2707,457,384,39
2708,379,384,50
2709,44,384,3
2710,414,384,32
2711,377,384,24
2712,178,384,7
2713,404,384,2
2714,91,384,40
2715,208,384,1
2716,432,384,3
2717,266,385,1
2718,296,385,19
2719,169,385,43
2720,165,385,28
2721,458,385,24
2722,328,385,48
2723,21,385,7
2724,213,385,40
2725,405,386,43
2726,386,387,10
2727,183,387,40
2728,349,387,50
2729,407,388,47
2730,88,388,22
2731,420,388,50
2732,133,388,32
2733,411,388,50
2734,8,388,12
2735,237,388,40
2736,185,388,49
2737,343,388,32
2738,261,388,30
2739,281,388,42
2740,397,388,12
2741,80,388,14
2742,38,389,23
2743,147,389,5
2744,294,389,31
2745,478,389,48
2746,389,389,8
2747,452,389,28
2748,460,390,11
2749,381,390,30
2750,430,390,4
2751,384,390,17
2752,185,390,31
2753,431,390,24
2754,432,390,20
2755,324,390,43
2756,259,390,15
2757,409,390,38
2758,176,390,38
2759,395,390,17
2760,352,390,1
2761,35,391,25
2762,400,391,42
2763,113,391,34
2764,339,391,38
2765,466,391,5
2766,87,391,48
2767,442,392,44
2768,356,392,24
2769,233,392,37
2770,470,392,44
2771,171,392,48
2772,69,392,23
2773,423,392,49
2774,79,392,24
2775,307,392,33
2776,453,393,21
2777,233,393,26
2778,78,393,40
2779,185,393,32
2780,377,393,4
2781,1,393,10
2782,435,394,45
2783,86,394,13
2784,122,394,36
2785,306,394,27
2786,53,394,24
2787,416,394,23
2788,184,394,17
2789,317,394,6
2790,200,394,9
2791,258,394,16
2792,13,394,39
2793,82,394,33
2794,381,394,19
2795,145,394,19
2796,456,394,13
2797,482,395,39
2798,202,395,19
2799,113,395,8
2800,57,395,27
2801,392,395,48
2802,69,395,28
2803,437,395,5
2804,452,395,10
2805,86,396,26
2806,229,396,27
2807,156,396,41
2808,87,396,18
2809,214,396,3
2810,339,396,39
2811,334,397,5
2812,277,397,20
2813,217,397,37
2814,398,397,4
2815,422,397,32
2816,129,397,42
2817,459,397,46
2818,55,397,8
2819,239,397,12
2820,375,397,5
2821,369,397,23
2822,115,397,25
2823,408,397,46
2824,232,397,1
2825,248,397,47
2826,209,398,3
2827,7,398,22
2828,269,398,39
2829,386,398,4
2830,273,398,1
2831,143,398,22
2832,318,398,43
2833,411,398,30
2834,431,398,37
2835,315,398,5
2836,427,398,43
2837,167,398,38
2838,410,398,3
2839,299,398,21
2840,55,398,49
2841,366,399,15
2842,376,399,17
2843,102,399,30
2844,190,399,21
2845,225,399,17
2846,90,399,46
2847,302,399,49
2848,444,399,50
2849,185,400,6
2850,121,400,36
2851,304,400,21
2852,37,400,34
2853,417,400,28
2854,240,400,24
2855,389,400,45
2856,242,400,23
2857,242,400,26
2858,467,400,41
2859,150,400,1
2860,201,400,3
2861,342,400,39
2862,40,400,42
2863,224,400,6
2864,435,401,29
2865,43,401,20
2866,1,401,15
2867,21,401,28
2868,375,401,32
2869,102,401,17
2870,320,401,27
2871,487,401,44
2872,97,402,16
2873,176,402,38
2874,302,402,30
2875,97,402,39
2876,32,402,9
2877,287,402,2
2878,4,403,47
2879,235,403,28
2880,358,403,45
2881,349,403,11
2882,432,403,13
2883,195,403,18
2884,343,403,15
2885,76,403,39
2886,216,403,16
2887,322,403,27
2888,223,403,22
2889,32,403,43
2890,257,403,14
2891,305,404,30
2892,496,404,30
2893,148,404,21
2894,125,404,23
2895,92,404,32
2896,498,404,47
2897,260,405,26
2898,303,405,22
2899,361,405,10
2900,58,406,49
2901,270,406,14
2902,146,406,5
2903,181,407,19
2904,193,407,31
2905,43,407,5
2906,311,407,12
2907,468,407,7
2908,257,407,1
2909,53,407,2
2910,157,407,43
2911,40,407,41
2912,144,407,20
2913,372,407,39
2914,182,407,44
2915,218,407,16
2916,51,408,29
2917,212,408,31
2918,404,408,6
2919,181,408,16
2920,51,408,30
2921,257,408,21
2922,355,408,4
2923,287,408,30
2924,174,408,20
2925,47,408,30
2926,199,408,41
2927,327,408,19
2928,169,408,3
2929,133,408,27
2930,50,408,18
2931,269,409,7
2932,126,409,21
2933,252,409,37
2934,112,410,5
2935,432,410,39
2936,16,410,23
2937,56,410,35
2938,455,410,50
2939,353,410,2
2940,32,410,32
2941,284,410,3
2942,340,410,40
2943,230,410,10
2944,15,410,24
2945,123,410,49
2946,448,410,45
2947,127,411,27
2948,340,411,45
2949,153,411,15
2950,97,411,15
2951,173,411,2
2952,278,412,7
2953,309,412,40
2954,464,412,50
2955,72,412,34
2956,366,412,12
2957,215,413,26
2958,20,413,49
2959,473,413,14
2960,14,413,35
2961,130,413,15
2962,97,413,21
2963,249,414,4
2964,153,414,46
2965,493,414,5
2966,371,415,12
2967,393,415,49
2968,356,415,31
2969,376,415,8
2970,172,415,32
2971,183,416,45
2972,221,416,8
2973,213,416,44
2974,137,416,16
2975,258,416,45
2976,181,417,4
2977,339,417,20
2978,96,417,45
2979,241,417,37
2980,492,417,10
2981,30,417,44
2982,22,418,12
2983,493,418,18
2984,434,418,32
2985,419,418,4
2986,291,418,41
2987,193,418,38
2988,19,418,3
2989,216,418,43
2990,192,418,21
2991,110,419,8
2992,228,419,26
2993,372,419,48
2994,407,419,24
2995,403,419,29
2996,132,419,7
2997,33,419,21
2998,229,419,25
2999,183,419,50
3000,335,419,35
3001,281,419,50
3002,497,419,6
3003,479,419,3
3004,333,420,30
3005,312,420,46
3006,304,420,21
3007,316,420,47
3008,429,420,49
3009,287,420,45
3010,236,420,30
3011,59,420,35
3012,123,421,44
3013,108,421,45
3014,256,421,20
3015,144,422,41
3016,415,423,24
3017,156,423,40
3018,259,423,25
3019,484,423,48
3020,145,423,50
3021,371,423,38
3022,277,423,47
3023,300,423,48
3024,487,423,43
3025,370,423,24
3026,109,423,27
3027,156,423,24
3028,108,423,6
3029,492,424,13
3030,395,424,21
3031,370,424,15
3032,107,424,48
3033,337,424,43
3034,233,424,34
3035,447,425,39
3036,306,425,28
3037,423,425,17
3038,73,426,10
3039,232,426,39
3040,419,426,40
3041,152,427,3
3042,47,427,26
3043,473,427,23
3044,274,427,35
3045,285,427,33
3046,199,427,47
3047,98,427,14
3048,33,427,29
3049,354,428,19
3050,146,428,12
3051,3,428,33
3052,225,428,21
3053,68,428,1
3054,433,429,37
3055,308,429,39
3056,165,429,32
3057,84,429,34
3058,7,429,9
3059,353,429,14
3060,283,429,23
3061,231,429,10
3062,12,429,13
3063,240,430,39
3064,307,430,49
3065,491,430,32
3066,210,431,38
3067,192,431,33
3068,241,431,50
3069,168,431,30
3070,446,431,33
3071,387,431,28
3072,483,431,15
3073,250,431,31
3074,434,431,21
3075,80,432,4
3076,62,432,29
3077,473,432,18
3078,496,432,23
3079,120,432,29
3080,57,432,49
3081,486,432,31
3082,268,432,45
3083,240,432,29
3084,36,432,43
3085,421,432,49
3086,38,432,37
3087,471,432,21
3088,390,432,9
3089,27,432,36
3090,416,433,14
3091,306,433,41
3092,54,433,16
3093,443,433,13
3094,147,433,32
3095,61,433,41
3096,6,433,39
3097,328,433,5
3098,170,434,7
3099,401,434,48
3100,230,434,33
3101,111,434,46
3102,146,434,8
3103,227,434,30
3104,281,434,2
3105,188,434,27
3106,173,434,20
3107,200,434,3
3108,160,434,20
3109,225,434,13
3110,431,434,38
3111,217,434,12
3112,375,434,16
3113,156,435,38
3114,445,435,46
3115,328,435,31
3116,430,435,38
3117,69,435,33
3118,263,435,18
3119,108,435,33
3120,425,435,29
3121,484,435,30
3122,162,435,18
3123,150,435,28
3124,338,435,50
3125,420,435,7
3126,223,436,13
3127,394,436,21
3128,273,437,9
3129,7,437,18
3130,107,437,11
3131,467,437,10
3132,303,437,15
3133,170,437,44
3134,6,437,23
3135,105,437,26
3136,370,437,16
3137,51,437,24
3138,266,437,13
3139,467,437,27
3140,382,437,5
3141,245,438,31
3142,485,438,4
3143,195,438,43
3144,207,439,18
3145,458,439,19
3146,453,439,10
3147,24,439,41
3148,345,439,2
3149,423,439,42
3150,303,440,6
3151,100,440,43
3152,24,440,34
3153,153,440,33
3154,386,440,12
3155,114,440,34
3156,297,440,37
3157,260,440,3
3158,223,441,12
3159,109,441,48
3160,328,441,27
3161,370,441,34
3162,222,441,32
3163,340,441,48
3164,195,441,32
3165,126,441,24
3166,112,441,18
3167,359,442,47
3168,178,442,34
3169,382,442,8
3170,308,442,44
3171,198,442,36
3172,341,442,12
3173,136,443,36
3174,366,443,27
3175,366,443,50
3176,162,444,46
3177,413,444,46
3178,171,444,20
3179,447,444,44
3180,267,444,15
3181,247,445,31
3182,236,445,21
3183,165,445,30
3184,189,445,38
3185,394,445,20
3186,40,445,47
3187,276,446,12
3188,493,446,46
3189,173,446,11
3190,171,447,10
3191,195,447,37
3192,475,447,13
3193,366,447,42
3194,228,447,6
3195,164,447,35
3196,186,448,50
3197,436,448,32
3198,495,448,37
3199,177,449,16
3200,216,449,36
3201,305,449,39
3202,358,449,48
3203,45,449,48
3204,359,449,20
3205,227,450,19
3206,141,451,33
3207,5,451,11
3208,445,451,29
3209,428,451,16
3210,92,451,27
3211,39,451,30
3212,147,451,13
3213,112,451,7
3214,444,451,17
3215,420,451,21
3216,117,451,33
